"adr_inter","adresse","adrzus_int","behindertenparkplatz","bemerkung","ccmail","da","datum","datum_cms","dep","editor","erforderlichedokumente","fax","hausnummer","hindernisfreiheit","infrastruktur","isbetriebsferien_gebaeude","isbetriebsferien_schalter","kategorie","mail","name","namenzus","objectid","oeffnungszeiten_gebaeude_di","oeffnungszeiten_gebaeude_do","oeffnungszeiten_gebaeude_fr","oeffnungszeiten_gebaeude_mi","oeffnungszeiten_gebaeude_mo","oeffnungszeiten_gebaeude_sa","oeffnungszeiten_gebaeude_so","oeffnungszeiten_schalter_di","oeffnungszeiten_schalter_do","oeffnungszeiten_schalter_fr","oeffnungszeiten_schalter_mi","oeffnungszeiten_schalter_mo","oeffnungszeiten_schalter_sa","oeffnungszeiten_schalter_so","ort","plz","poi_id","postadresse","publish_internet","strasse","suchen","tel","tel2","www","zahlungsmittel_internet","zahlungsmittel_schalter","zahlungsmittel_telefon","zvv_label","zvv_link","nummer","foto","eignung","geraete","bereich","infrastruk","besonderes","typ","elemente","gsz_id","geometry"
"","Kalkbreitestrasse 93","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Wiedinghof","","2938.0000000000","","","","","","","","","","","","","","","","8003","sp068","","1","","Spiel- und Liegewiese, Brettschaukel, Tischtennistisch, Sitzbänke, Baumbestand","+41 44 492 71 41","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Kalkbreitestrasse%2093&tolat=47.37162286&tolon=8.51684020","68","J","0 - 5 Jahre","Brettschaukel, Tischtennistisch","","","Innenhof mit schönem Baumbestand","Spielplatz","Spiel- und Liegewiese","0068","POINT (2681434.8 1247313.2)"
"","Minervastrasse","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Artergut","","2939.0000000000","","","","","","","","","","","","","","","","8032","sp052","","1","","Spiel- und Liegewiese, Spielhügel, Planschbecken, Kletteranlagen mit Rutschen, Brettschaukel, Federwippe, Sandbereich,  Spielhaus, Wasserspiel, Kletteranlage mit Rutsche, Sitzbänke, Baumbestand","+41 44 422 54 97","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Minervastrasse&tolat=47.36613634&tolon=8.55498935","52","J","0 - 16 Jahre","Kletteranlagen mit Rutschen, Brettschaukel, Federwippe, Sandbereich,  Spielhaus, Wasserspiel, Kletteranlage mit Rutsche","","","grosszügige Parkanlage mit altem Baumbestand","Spielplatz","Spiel- und Liegewiese, Spielhügel, Planschbecken","0052","POINT (2684324.5 1246743.6)"
"","Neumünsterstrasse 16 (Spielplatz)","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Neumünsteranlage","","2940.0000000000","","","","","","","","","","","","","","","","8008","sp054","","1","","Spiel- und Liegewiese, Bockrutsche, Federwippe, Sandbereich, Brettschaukel, Sitzbänke","+41 44 422 54 97","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Neumünsterstrasse%2016%20(Spielplatz)&tolat=47.36047501&tolon=8.55909475","54","J","0 - 5 Jahre","Bockrutsche, Federwippe, Sandbereich, Brettschaukel","","","Umbau 2016","Spielplatz","Spiel- und Liegewiese","0054","POINT (2684643.5 1246118.6)"
"","Steinstrasse / Gotthelfstrasse","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","0__","","","","Spielplatz","","Steinstrasse / GotthelfstrasseSteinstrasse / Gotthelfstrasse","","2941.0000000000","","","","","","","","","","","","","","","Zürich","","sp9642","","0","","","+41 44 412 46 13","","","","","","Steinstrasse / Gotthelfstrasse","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Zürich, Gotthelfstrasse 54","","N","","","","","","","","TAZ005","POINT (2681661 1246988)"
"","Roswiesenstrasse","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Roswiesen","","2942.0000000000","","","","","","","","","","","","","","","","8051","sp017","","1","","grosse Kiesfläche, Balanciergerät, Kombischaukel, Sandbereich, Kletteranlage mit Rutsche, Sitzbänke","+41 44 322 02 20","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Roswiesenstrasse&tolat=47.40533361&tolon=8.57763984","17","J","0 - 5 Jahre","Balanciergerät, Kombischaukel, Sandbereich, Kletteranlage mit Rutsche","","","grosszügiger Quartierspielplatz","Spielplatz","grosse Kiesfläche","0017","POINT (2685972 1251125.8)"
"","Kanonengasse 18, im Innenhof des alten Zeughaus","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Kasernenareal","","2957.0000000000","","","","","","","","","","","","","","","","8004","sp109","","1","","Spiel- und Liegewiese, Hartplatz, Schwingwippe, Brettschaukel, Sandkasten, Bockrutsche, Sitzbänke, eingezäunter Kleinkinderspielbereich","+41 44 461 21 17","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Kanonengasse%2018,%20im%20Innenhof%20des%20alten%20Zeughaus&tolat=47.37734304&to","109","J","0 - 5 Jahre","Schwingwippe, Brettschaukel, Sandkasten, Bockrutsche","","","eingezäunter Kleinkinderspielbereich","Spielplatz","Spiel- und Liegewiese, Hartplatz","0109","POINT (2682431.2 1247963.1)"
"","Hardhof","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Hardhof","","2958.0000000000","","","","","","","","","","","","","","","","8064","sp095","","1","","grosser, gepflästerter Wasserspielbereich, Wasserspiel, Pumpe, Wasserförderanlage,   Kletterelement, Sitzbänke, Attraktiver, Wasserspielplatz","+41 44 344 14 00","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Hardhof&tolat=47.39635163&tolon=8.49811195","95","J","0 - 9 Jahre","Wasserspiel, Pumpe, Wasserförderanlage,   Kletterelement","","","Attraktiver, vielfältiger Wasserspielplatz in der Sportanlage Hardhof","Spielplatz","grosser, gepflästerter Wasserspielbereich","0095","POINT (2679983.2 1250043.1)"
"","Stampfenbachstrasse 116-130","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Beckenhof","","2959.0000000000","","","","","","","","","","","","","","","","8006","sp034","","1","","Spiel- und Liegewiese, Federwippe, Brettschaukel, Sandbereich, Rutsche, Federwippe, Kleinkinderschaukel, Sitzbänke, historische Anlage, Baumbestand","+41 44 361 63 18","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Stampfenbachstrasse%20116-130&tolat=47.38550998&tolon=8.54042065","34","J","0 - 5 Jahre","Federwippe, Brettschaukel, Sandbereich, Rutsche, Federwippe, Kleinkinderschaukel","","","historische Anlage mit sehr schönem Baumbestand","Spielplatz","Spiel- und Liegewiese","0034","POINT (2683194 1248881.9)"
"","Klopstockstrasse","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Klopstockwiese","","2960.0000000000","","","","","","","","","","","","","","","","8002","sp077","","1","","Spiel- und Liegewiese, Schlittelhang, Balanciergerät, Federwippe, Sandbereich, Sitzkarussell, Sandspielgeräte, Sitzbänke, Baumbestand","+41 44 201 75 00","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Klopstockstrasse&tolat=47.36238530&tolon=8.52401377","77","J","0 - 5 Jahre","Balanciergerät, Federwippe, Sandbereich, Sitzkarussell, Sandspielgeräte","","","grosszügige Parkanlage mit schönem Baumbestand","Spielplatz","Spiel- und Liegewiese, Schlittelhang","0077","POINT (2681990.8 1246293.8)"
"","Marktplatz","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Marktplatz Oerlikon","","2961.0000000000","","","","","","","","","","","","","","","","8050","sp133","","1","","Hartplatz, Brettschaukel, Balkenwippe, Sitzbänke, Brunnen, Marktplatz","+41 44 322 02 20","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Marktplatz&tolat=47.41053657&tolon=8.54445136","133","J","0 - 5 Jahre","Brettschaukel, Balkenwippe","","","grosser Marktplatz mit Brunnen","SPPL GSZ öffentlich","Hartplatz","0133","POINT (2683459 1251668.4)"
"","Riedhofstrasse, unterhalb ASIG-Siedlung Rütihof am Waldrand","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","0_","_NULL","","","Spielplatz","","Bauspielplatz Rütihütten","","2962.0000000000","","","","","","","","","","","","","","","","8049","sp190","","1","","Abenteuerspielplatz, keine Spielgeräte, Feuerstelle, Hauptaktivität ist der Bau von Hütten und das Werken mit Holz und anderen Materialien, Bauspielplatz","+41 44 344 14 00","","","","","","Riedhofstrasse, unterhalb ASIG-Siedlung Rütihof am Waldrand","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Riedhofstrasse,%20unterhalb%20ASIG-Siedlung%20Rütihof%20am%20Waldrand&tolat=47.4","190","J","0 - 16 Jahre","keine Spielgeräte","","","Hauptaktivität ist der Bau von Hütten und das Werken mit Holz und anderen Materialien, beaufsichtigter Bauspielplatz mit Öffnungszeiten","Bauspielplatz - privater Verei","Abenteuerspielplatz","0190","POINT (2678343 1251786)"
"","Berghaldenstrasse 4","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","0__","","","","Spielplatz","","BerghaldenanlageBerghaldenanlage","","2963.0000000000","","","","","","","","","","","","","","","Zürich","8053","sp13061","","1","","Berghalde","+41 44 412 27 68","","","","","","Berghaldenstrasse 4","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Zürich, Berghaldenstrasse 4","","N","","","","","","","","","POINT (2687038 1245908)"
"","Langmauerstrasse 7 (Spielplatz)","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Quartiertreff Unterstrass","","2964.0000000000","","","","","","","","","","","","","","","","8006","sp118","","1","","Sandbereich, Brettschaukel, Federwippe, Rutsche, Sitzbänke, Quartierhaus","+41 44 361 63 18","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Langmauerstrasse%207%20(Spielplatz)&tolat=47.38888155&tolon=8.54074580","118","J","0 - 5 Jahre","Sandbereich, Brettschaukel, Federwippe, Rutsche","","","Quartierhaus Kreis 6","Quartiertreff mit Spielplatz","","0118","POINT (2683213.2 1249257)"
"","Weidmannstrasse","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Ruggächeranlage","","2965.0000000000","","","","","","","","","","","","","","","","8046","sp175","","1","","Kiesfläche, Kletterelement, Brettschaukel,  Wasserförderanlage, Balanciergerät, Kletterelement, Korbschaukel, Spielhaus, Federwippe, Pumpe, Bockrutsche,    Seilanlage,  Sandbereich, Sitzbänke, Sonnensegel","+41 44 371 05 13","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Weidmannstrasse&tolat=47.42314054&tolon=8.50149131","175","J","0 - 9 Jahre","Kletterelement, Brettschaukel,  Wasserförderanlage, Balanciergerät, Kletterelement, Korbschaukel, Spielhaus, Federwippe, Pumpe, Bockrutsche,    Seilanlage,  Sandbereich","","","Quartierspielplatz","Spielplatz","Kiesfläche","0175","POINT (2680198 1253024.8)"
"","Bertastrasse/Zentralstrasse","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Bertahof","","2966.0000000000","","","","","","","","","","","","","","","","8003","sp161","","1","","Kiesfläche, Federwippe, Brettschaukel, Kletteranlage mit Rutsche, Balanciergerät, Sitzbänke, Innenhof, Baumbestand","+41 44 492 71 41","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Bertastrasse/Zentralstrasse&tolat=47.37494756&tolon=8.51630388","161","J","0 - 5 Jahre","Federwippe, Brettschaukel, Kletteranlage mit Rutsche, Balanciergerät","","","Innenhof mit schönem Baumbestand","Spielplatz","Kiesfläche","0161","POINT (2681389.2 1247682.4)"
"","Nordstrasse","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Schindlergut","","2967.0000000000","","","","","","","","","","","","","","","","8006","sp033b","","1","","Spiel- und Liegewiese, Korbschaukel, Kletteranlage mit Rutsche, Hängematte, Sitzbänke, Brunnen, grosszügige Parkanlage mit altem Baumbestand","+41 44 361 63 18","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Nordstrasse&tolat=47.38654073&tolon=8.53608446","33b","J","0 - 16 Jahre","Korbschaukel, Kletteranlage mit Rutsche, Hängematte","","","grosszügige Parkanlage mit altem Baumbestand","Spielplatz","Spiel- und Liegewiese","0033B","POINT (2682865 1248991.9)"
"","Landiwiese","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","1_","Besuchenden-WC_Liegewiese","","","Spielplatz","","Landiwiese","","2968.0000000000","","","","","","","","","","","","","","","Zürich","8038","sp9485","","1","","","+41 44 482 10 03","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Zürich%2C%20Landiwiese&tolat=47.34952405&tolon=8.53544335","","N","","","","","","","","0197","POINT (2682874 1244876)"
"","Wallisellenstrasse","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Hallenbad Oerlikon","","2969.0000000000","","","","","","","","","","","","","","","","8050","sp184","","1","","Spiel- und Liegewiese, Rundlauf, Spielhaus, Kletteranlage, Sitzbänke, Badeanlage","+41 44 322 02 20","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Wallisellenstrasse&tolat=47.40923117&tolon=8.55624208","184","J","0 - 9 Jahre","Rundlauf, Spielhaus, Kletteranlage","","","Spielanlage in Badeanlage. Öffnungszeiten berücksichtigen!","Spielplatz in Badeanlage","Spiel- und Liegewiese","0184","POINT (2684351 1251535.9)"
"","Im Hagenbrünneli","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Hagenbrünneli","","2970.0000000000","","","","","","","","","","","","","","","","8046","sp010","","1","","Spiel- und Liegewiese, Kleinkinderschaukel, Kletterlement, Federwippe, Sandbereich, Hangrutsche, Rotationsgerät, Sitzbänke","+41 44 371 05 13","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Im%20Hagenbrünneli&tolat=47.41331848&tolon=8.51191629","10","J","0 - 5 Jahre","Kleinkinderschaukel, Kletterlement, Federwippe, Sandbereich, Hangrutsche, Rotationsgerät","","","kleine Grünanlage","Spielplatz","Spiel- und Liegewiese","0010","POINT (2680999.5 1251943.5)"
"","Helen-Keller-Strasse","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","GZ Hirzenbach","","2971.0000000000","","","","","","","","","","","","","","","","8051","sp020","","1","","grosse Spiel- und Liegewiese, grosse Kiesfläche, Spielhügel, Pumpe, Korbschaukel, Hangrutsche, Pendelschaukel, Wasserspiel,  Brettschaukel, Seilanlage, Seilbahn, Sandbereich, Sandspielgerät, Tischtennistisch, Feuerstellen, Gemeinschaftszentrum","+41 44 322 02 20","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Helen-Keller-Strasse&tolat=47.40215102&tolon=8.59153123","20","J","0 - 16 Jahre","Pumpe, Korbschaukel, Hangrutsche, Pendelschaukel, Wasserspiel,  Brettschaukel, Seilanlage, Seilbahn, Sandbereich, Sandspielgerät, Tischtennistisch","","","Gemeinschaftszentrum, naturnahe Umgebung","GZ mit Spielplatz","grosse Spiel- und Liegewiese, grosse Kiesfläche, Spielhügel","0020","POINT (2687025.8 1250787.2)"
"","Ueberlandstrasse 489","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","489","0_","Spielplatz","","","Spielplatz","","Buchegg TennisanlageBuchegg Tennisanlage","","2972.0000000000","","","","","","","","","","","","","","","Zürich","8051","sp9573","","1","Ueberlandstrasse","Buchegg Tennisanlage","+41 44 412 46 13","","","","","","Ueberlandstrasse 489","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Zürich%2C%20Ueberlandstrasse%20489&tolat=47.40560084&tolon=8.59533271","","N","","","","","","","","0167","POINT (2687307 1251175)"
